sr_no,song_name,album_name,artist_name,isrc,upc,language,label,Main_Label,Sub_Label,Label_Identification,ad_supported_streams,subscription_streams,jio_trial_streams,total,income,admin_Exp,royality,id,original_l1_name,original_l2_name,company
"406535","Shiv Mantra","Dev Devi Mantram","Bhaskara","INT441803395","1.93483E+11","Sanskrit","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"406698","Tumi Robe Nirobe Hridoye Momo","Tumi Robe Nirobe 1","Debabrata Biswas","INT441653615","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","38","5","0","43","3.22500000","0.48375000","2.74125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"406746","Amol Kamol Sahaje Joler","Paromporjo  Vol. 07","Rimi Kangshobonik","INT442200468","1.97187E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","19","0","0","19","1.42500000","0.21375000","1.21125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"406814","Jibono Maroner","Bondhu He Amar","Joba Bannerjee","INT441619108","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"406959","Aso Gour Sree Chaitanya","Nadia","Nikhil Biswas","INT441637902","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"407029","Brajo Hote Node Ase","Biren Das Baul","Biren Das","INT441618503","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","9","0","0","9","0.67500000","0.10125000","0.57375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"407083","Mombatir Michhil","Mombatir Michhil","Raja Goswami  Somlata Acharyya","INT441662001","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"407133","Aami Marle Marbe Hari","Bhebe Chhilam Aapan Jare","Sanajit Mondal","INT441617704","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","205","2","0","207","15.52500000","2.32875000","13.19625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"407482","Je Din Ami Thakbo Na Ar","Biroohinee Chand","Tushar Dutta","INT441618606","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"407498","Amar Mollika Bone","Amar Mollika Bone","Kaustav Karmakar","INT442300089","1.97189E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","4","0","0","4","0.30000000","0.04500000","0.25500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"407559","Jaa Sala 2","Gorrai Gondogol","Souvik","INT441627704","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","0","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"407630","Tandava","Beginning The Epic","Adbhutam","INT441665404","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"407658","Crispy Crispy","Disha","Chandan Roy Chowdhury","INT441623301","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"407678","Oi Durer Pahare Bashi","Dakche Akash Amay","Indrani Sen","INT441622207","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"407751","Ektu Kache","Ektu Kachhe","Churni","INT441625704","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"407787","Chhota Chhota Mera Balam","Ek Tukdaa Dhoop Ka","Emon Goswami  Sangeeta MN","INT441625202","8.90387E+12","Hindi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"408184","Dure Ekta Chena Gaan","Swapno Kheyaye","Deepabali Dutta","INT441650802","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"408212","Tai Tomar Anonda Amar Por","Nutan Pran","Sanneti Datta","INT441639610","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"408322","Bare Bare Arr","Bangla Mayer Chhele","Dr. Rafiq Khan","INT441778604","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"408345","Cross Connection","Suranjit Parody","Suranjit","INT441649806","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","28","0","0","28","2.10000000","0.31500000","1.78500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"408443","Keno Prem Holo Na","Biren Das Baul","Biren Das","INT441618508","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"408837","Brishti Brishti Brishti","Brishti Brishti Brishti","Surjya Deb Barman","INT442100080","1.94157E+12","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"408932","Maa Tor Ranga","Ranga Charan","Kumar Sanu","INT441670303","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","441","5","0","446","33.45000000","5.01750000","28.43250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"409163","Amar Raat Pohalo","Jagey Aamar Gaan","Satarupa Chowdhury","INT441667004","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"409193","Maa Tara Kandeche Dhara Disha Hara","Jagat Janani Maa Tara","Minakshi Chakraborty","INT441672505","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"409259","Ja Re Ja Tel De Ga","Ami Gaya Gelam","Sadhan Das Baul","INT441606105","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","7","1","0","8","0.60000000","0.09000000","0.51000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"409318","Ay Tobe Sohochori","Elar Char Addhay","Rabindranath Tagore","INT441625901","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2634","137","0","2771","207.82500000","31.17375000","176.65125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"409440","Birhan Lage","Sagarsangam","Ranjan Bezbaruah","INT441646002","8.90387E+12","Assamese","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","422","18","0","440","33.00000000","4.95000000","28.05000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"409447","Tumi Robe Nirobe","Hridoyey Momo","Rik Basu","INT441609408","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"409484","Bishwa Sathe Joge","Gitanjali Ek","Ranjini Mukhopadhyay","INT441607905","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","11","0","0","11","0.82500000","0.12375000","0.70125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"409564","Sangsar Sagor Rupe Bhai","Ke Ke Nibi Ay Na Tora","Ashim Bagchi","INT441606907","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","0","1","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"409639","Bhijechi Roddure","Bhijechhi Roddure","Koushani Kundu","INT441617801","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","9","0","0","9","0.67500000","0.10125000","0.57375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"409648","Hrid Majhare Rakhbo","Emon Manob Jonom","Santana Chakraborty","INT441605404","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","8","0","0","8","0.60000000","0.09000000","0.51000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"410612","The Play Theme Instrumental","The Play","Joy Sarkar","INT441652106","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","6","0","0","6","0.45000000","0.06750000","0.38250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"411121","Naamte Naamte","Namte Namte","Sidhu","INT441638506","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","28","0","0","28","2.10000000","0.31500000","1.78500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"411229","Tora Tarapithe Ke Jabire","Tara Maa Er Pagol Chele","Rishiputro","INT441673108","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","23","0","0","23","1.72500000","0.25875000","1.46625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"411439","Aaj Khela Bhangar Khela","Aaj Khela Bhangar Khela","Nandita","INT442300048","1.97188E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"411447","Ki Boli Na Boli","Megh Roddur","Rishi Chanda","INT441635404","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","190","8","0","198","14.85000000","2.22750000","12.62250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"411684","Chokhe Tomar Nesa Remix","Jaal","Ashok Raj","INT441630702","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","10","0","0","10","0.75000000","0.11250000","0.63750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"411766","Daanaa Daao","Achena Bondhutto","Anindya Bose  Anupam Roy  Upal","INT441612504","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","57","3","0","60","4.50000000","0.67500000","3.82500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"411907","Sara Sokalti Bose Bose","Se Dake Amare","Riddhi Banerjee","INT441646808","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"412003","Poisa Naikho Pokote","Amra Dujon Ekti Ganye Thaki","Debasis Danda","INT441900061","1.93483E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"412084","Phul Phutuk","Stabok","Sutapa Bhattacharya","INT441649410","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"412346","Sekhanei Acho Tumi","Sekhanei Acho Tumi","Shamik Pal","INT442100278","1.94157E+12","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"412561","Dekhe Shune Rakhe Mone","Nouka Khola","Saurav Mandal","INT441639504","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","1","0","4","0.30000000","0.04500000","0.25500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"412856","O Je Mane Na Mana","Kheya Torir Majhi","Mahua Sur","INT442000535","1.95082E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"412891","Amar Praner Manush","Praner Manush","Ranjini Mukhopadhyay","INT441604104","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"413041","Gour Amar Paka Kanthal","Guru Bine Bondhu Nai","Kalachand Das Baul","INT441606205","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","6","0","0","6","0.45000000","0.06750000","0.38250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"413328","Goya Gonga","Koruna Sindhu","Manna Dey","INT441633501","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","0","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"413390","Piayo Ragi","Gokule Gobindo Nai","Nimai Das Bairagi","INT441627307","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"413427","Ai Udashi Haoyar","Bhalobeshe","Sushanta Mukherjee","INT441617502","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","0","2","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"413504","Brojo Hote Node Ese Laglo Istimar","Baul Fakir Utsav","Biren Das","INT441616708","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"413545","Eki Labonye Purno Pran","Moner Kotha","Utsab Das","INT441637204","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"413603","Brindabone Nayan Ar Moni Tumi","Hey Gobindo","Alo Lahiri","INT441628904","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"413773","Khandana-bhava Bandhana","Stavamala","Uma Nivedita Basu","INT441649504","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","157","5","0","162","12.15000000","1.82250000","10.32750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"414080","Ek Tukdaa Dhoop Ka (Female)","Ek Tukdaa Dhoop Ka","Sangeeta MN","INT441625203","8.90387E+12","Hindi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","23","1","0","24","1.80000000","0.27000000","1.53000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"414140","Akashe Bristi","Bristi Nemeche","Anwesha Dutta Gupta","INT441619404","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","1","0","4","0.30000000","0.04500000","0.25500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"414410","Ebar Rangiye Gelo Hriday Gagan","Andhar Elo Boley","Aditi Gupta","INT441607507","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"414549","Mone Robe Kina Robe","Hridoyey Momo","Rik Basu","INT441609406","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"414820","Jishu Amar Muktidata","Poritrata","Usha Uthup","INT441641706","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","6","0","0","6","0.45000000","0.06750000","0.38250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"414838","Eshechen Bipod Taron","Kori Kothay Pabire","Lakshman Das Baul","INT441600502","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"415029","Kadomberi Kanon Gheri","Samay","Jagadindra Mondal","INT442100165","1.96007E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"415140","Meye Ganga Jamuna","Obodh Mon","Kartick Das Baul","INT441639805","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","19","0","0","19","1.42500000","0.21375000","1.21125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"415317","Katha Janun","Suranjit Parody","Suranjit","INT441649809","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","30","0","0","30","2.25000000","0.33750000","1.91250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"415593","Amar Ar Ki Hobe","Arjuner Gaan","Lalon Fakir","INT441615301","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","0","0","0","0","0.00000000","0.00000000","0.00000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"415598","Jokhon Tumi Bandhchhile","Jokhon Tumi Bandhchhile","Somali Mukherjee","INT442200024","1.96626E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"415600","Bor Sathe Essechi Ami Honeymoone","Anchol Vora Khushi","Somashree","INT441614501","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","9","0","0","9","0.67500000","0.10125000","0.57375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"415784","Du Diner Duniya Re Musaphir","Bijoyer Gaan","Ranjit Goshi","INT441618305","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"415850","Bojha Bujhi","Suranjit Parody","Suranjit","INT441649804","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","11","0","0","11","0.82500000","0.12375000","0.70125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"415917","Awela","Pardesi Balam","Madhubala","INT441641002","8.90387E+12","Bhojpuri","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","6","0","0","6","0.45000000","0.06750000","0.38250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"416059","Rimjhim Varsane","Sagarsangam","Ranjan Bezbaruah","INT441646014","8.90387E+12","Assamese","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","8","0","0","8","0.60000000","0.09000000","0.51000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"416094","Aji Nirbhoyo Nidrito Bhubone Jage","Andhar Elo Boley","Aditi Gupta","INT441607501","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"416937","Anjali Laho Mor Sangeetey","Anjali Laho Mor Sangeetey","Tanusree Sen","INT442200073","8.90557E+12","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","208","13","0","221","16.57500000","2.48625000","14.08875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"417406","Aaj Jemon Korey Gaiche","Ganetey Chinalem","Biswarup Goswami","INT441666801","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"417430","Pakhi","Ekbar Bolo Na Bhalobashi","Ashok Bhadra  Soumitra Kundu","INT441660904","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","4","0","0","4","0.30000000","0.04500000","0.25500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"417470","O Bidhire","Jabar Kale Jugal Rupti","Sukumar Das Baul","INT441606606","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","8","0","0","8","0.60000000","0.09000000","0.51000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"417593","Manush Apon Taka Por","Deoghar E Shatshange","Srikanto Acharya","INT441600807","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","29","1","0","30","2.25000000","0.33750000","1.91250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"417601","April Fool Tune 6","April Fool Tune","Tanay","INT441615204","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"417733","Ekhon Amar Samay Holo","Kichu Palasher Nesha","Aditi Gupta","INT441667209","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"418199","Purano Sei Diner Katha English","Probasi Pakhi","Swagatalakhsmi Dasgupta","INT441642910","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","10","3","0","13","0.97500000","0.14625000","0.82875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"418206","Raat Name Tor","Death Of Love","Debanjali Sarkar  Sreetanu Ghosh Dastidar","INT441777804","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","0","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"418212","Duyar Mor Pathapashe","Paromporjo  Vol. 05","Anindita Ghosh","INT442200426","1.97187E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"418256","Adhek Ghumey Nayan Chume","Bawro Asha Korey","Abhyuday Mallick","INT442300477","1.97189E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"418309","Mon Pakhi","College Er Sei Sob Din","Tanushree Dutta","INT441622007","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"418349","Thakur Ghore Jokhon","Maa","Sreerupa Roy","INT441670106","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","6","0","0","6","0.45000000","0.06750000","0.38250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"418467","Yeh Dil Mane Na Male","Sondhey Naamar Aagey","Debanjan Banerjee","INT441648407","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","4","0","0","4","0.30000000","0.04500000","0.25500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"418667","Aamar Nai Ko Bhabna","Anadi Ashim","Mithu Dasi","INT441604701","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","28","0","0","28","2.10000000","0.31500000","1.78500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"418879","Monre Khyapa Khepe Ja Ek Bar","Hori Namer Tori","Nilima Biswas","INT441605706","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","1","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"418983","Jina Mushkil","Jina Mushkil","Satyaam","INT442200107","1.96627E+11","Hindi","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"419237","Chain Mohe Aaye Na","Bhalobasa Off Route E","Debarpito Saha","INT441617404","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"419569","Tare Dhori Dhori Mone Kori","Emon Manob Jonom","Santana Chakraborty","INT441605409","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"419655","Gari Chole Na","Dehogari","Dehat Bangla Folk Band","INT441669904","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","8","1","0","9","0.67500000","0.10125000","0.57375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"419717","Dhanya Dhanya Boli Tare","Baulanir Gaan","Bharati Sarkar","INT441616802","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","20","0","0","20","1.50000000","0.22500000","1.27500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"419799","Sahor","Bhijechhi Roddure","Koushani Kundu","INT441617807","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","0","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
